ARMAS_MEDIOS;DEPARTAMENTO ;MUNICIPIO ;FECHA ;GENERO;*AGRUPA_EDAD_PERSONA;CODIGO_DANE;CANTIDAD 
ARMA BLANCA / CORTOPUNZANTE;AMAZONAS;Leticia (CT);2022/09/08 00:00:00.000;MASCULINO;ADULTOS;91798000;1,0
ARMA BLANCA / CORTOPUNZANTE;AMAZONAS;Leticia (CT);2022/10/17 00:00:00.000;MASCULINO;ADULTOS;91001000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Amag�;2022/07/06 00:00:00.000;MASCULINO;ADULTOS;05030000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Amag�;2022/11/22 00:00:00.000;FEMENINO;ADULTOS;05030000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Angostura;2022/11/17 00:00:00.000;MASCULINO;ADULTOS;05038000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Bello;2022/12/10 00:00:00.000;MASCULINO;ADOLESCENTES;05088000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Caldas;2022/05/28 00:00:00.000;FEMENINO;ADULTOS;05129000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Caldas;2022/10/10 00:00:00.000;MASCULINO;ADULTOS;05129000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Campamento;2022/09/04 00:00:00.000;FEMENINO;ADULTOS;05134000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Caracol�;2022/05/17 00:00:00.000;FEMENINO;ADULTOS;05142000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Carepa;2022/03/22 00:00:00.000;MASCULINO;ADULTOS;05147000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Carepa;2022/12/14 00:00:00.000;FEMENINO;ADULTOS;05147000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Copacabana;2022/02/28 00:00:00.000;MASCULINO;ADULTOS;05212000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Copacabana;2022/03/07 00:00:00.000;MASCULINO;ADULTOS;05212000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Dabeiba;2022/08/09 00:00:00.000;FEMENINO;ADULTOS;05234000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Don Mat�as;2022/01/02 00:00:00.000;MASCULINO;ADULTOS;05237000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;El Carmen de Viboral;2022/01/13 00:00:00.000;MASCULINO;ADULTOS;05148000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Guadalupe;2022/10/20 00:00:00.000;FEMENINO;ADULTOS;05315000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Guarne;2022/04/22 00:00:00.000;MASCULINO;ADULTOS;05318000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Guarne;2022/05/22 00:00:00.000;MASCULINO;ADULTOS;05318000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Marinilla;2022/08/20 00:00:00.000;MASCULINO;ADULTOS;05440000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Medell�n (CT);2022/02/11 00:00:00.000;MASCULINO;ADULTOS;05001000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Medell�n (CT);2022/02/12 00:00:00.000;FEMENINO;ADULTOS;05001000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Medell�n (CT);2022/02/16 00:00:00.000;MASCULINO;ADULTOS;05001000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Medell�n (CT);2022/04/17 00:00:00.000;MASCULINO;ADULTOS;05001000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Medell�n (CT);2022/04/18 00:00:00.000;MASCULINO;ADULTOS;05001000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Medell�n (CT);2022/05/21 00:00:00.000;FEMENINO;ADULTOS;05001000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Medell�n (CT);2022/06/29 00:00:00.000;MASCULINO;ADULTOS;05001000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Medell�n (CT);2022/08/10 00:00:00.000;MASCULINO;ADULTOS;05001000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Medell�n (CT);2022/10/25 00:00:00.000;FEMENINO;ADULTOS;05001000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Medell�n (CT);2022/11/23 00:00:00.000;MASCULINO;ADULTOS;05001000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Medell�n (CT);2022/12/01 00:00:00.000;MASCULINO;ADULTOS;05001000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Medell�n (CT);2022/12/14 00:00:00.000;FEMENINO;ADULTOS;05001000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Medell�n (CT);2022/12/30 00:00:00.000;MASCULINO;ADULTOS;05001000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Puerto Triunfo;2022/03/20 00:00:00.000;MASCULINO;ADULTOS;05591000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Puerto Triunfo;2022/11/02 00:00:00.000;MASCULINO;ADOLESCENTES;05591000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Puerto Triunfo;2022/12/17 00:00:00.000;FEMENINO;ADULTOS;05591000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Rionegro;2022/11/11 00:00:00.000;MASCULINO;ADULTOS;05615000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Sabaneta;2022/11/02 00:00:00.000;MASCULINO;ADULTOS;05631000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;San Carlos;2022/12/29 00:00:00.000;MASCULINO;ADULTOS;05649000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;San Pedro;2022/12/08 00:00:00.000;MASCULINO;ADULTOS;05664000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;San Vicente;2022/08/11 00:00:00.000;FEMENINO;ADULTOS;05674000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Santa B�rbara;2022/09/10 00:00:00.000;FEMENINO;ADULTOS;05679000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Taraz�;2022/09/10 00:00:00.000;FEMENINO;ADULTOS;05790000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Taraz�;2022/11/16 00:00:00.000;FEMENINO;ADULTOS;05790000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Titirib�;2022/01/24 00:00:00.000;MASCULINO;ADULTOS;05809000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Turbo;2022/10/16 00:00:00.000;MASCULINO;ADULTOS;05837000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Urrao;2022/05/27 00:00:00.000;MASCULINO;ADOLESCENTES;05847000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Venecia;2022/01/26 00:00:00.000;FEMENINO;ADULTOS;05861000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Yarumal;2022/12/17 00:00:00.000;FEMENINO;ADULTOS;05887000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Yolomb�;2022/02/18 00:00:00.000;MASCULINO;ADULTOS;05890000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Yolomb�;2022/04/06 00:00:00.000;MASCULINO;ADULTOS;05890000;1,0
ARMA BLANCA / CORTOPUNZANTE;ANTIOQUIA;Yond�;2022/11/25 00:00:00.000;FEMENINO;ADULTOS;05893000;1,0
ARMA BLANCA / CORTOPUNZANTE;ARAUCA;Tame;2022/02/28 00:00:00.000;FEMENINO;ADULTOS;81794000;1,0
ARMA BLANCA / CORTOPUNZANTE;ATL�NTICO;Barranquilla (CT);2022/01/28 00:00:00.000;FEMENINO;ADOLESCENTES;08001000;1,0
ARMA BLANCA / CORTOPUNZANTE;ATL�NTICO;Barranquilla (CT);2022/02/06 00:00:00.000;MASCULINO;ADULTOS;08001000;1,0
ARMA BLANCA / CORTOPUNZANTE;ATL�NTICO;Barranquilla (CT);2022/03/07 00:00:00.000;MASCULINO;ADULTOS;08001000;2,0
ARMA BLANCA / CORTOPUNZANTE;ATL�NTICO;Barranquilla (CT);2022/03/26 00:00:00.000;MASCULINO;ADULTOS;08001000;1,0
ARMA BLANCA / CORTOPUNZANTE;ATL�NTICO;Barranquilla (CT);2022/04/22 00:00:00.000;MASCULINO;ADULTOS;08001000;1,0
ARMA BLANCA / CORTOPUNZANTE;ATL�NTICO;Barranquilla (CT);2022/04/29 00:00:00.000;FEMENINO;ADULTOS;08001000;1,0
ARMA BLANCA / CORTOPUNZANTE;ATL�NTICO;Barranquilla (CT);2022/06/27 00:00:00.000;MASCULINO;ADULTOS;08001000;2,0
ARMA BLANCA / CORTOPUNZANTE;ATL�NTICO;Barranquilla (CT);2022/07/10 00:00:00.000;FEMENINO;ADULTOS;08001000;2,0
ARMA BLANCA / CORTOPUNZANTE;ATL�NTICO;Barranquilla (CT);2022/07/10 00:00:00.000;MASCULINO;ADULTOS;08001000;1,0
ARMA BLANCA / CORTOPUNZANTE;ATL�NTICO;Barranquilla (CT);2022/07/13 00:00:00.000;FEMENINO;ADULTOS;08001000;1,0
ARMA BLANCA / CORTOPUNZANTE;ATL�NTICO;Barranquilla (CT);2022/07/16 00:00:00.000;FEMENINO;ADULTOS;08001000;3,0
ARMA BLANCA / CORTOPUNZANTE;ATL�NTICO;Malambo;2022/05/18 00:00:00.000;FEMENINO;ADULTOS;08433000;1,0
ARMA BLANCA / CORTOPUNZANTE;ATL�NTICO;Ponedera;2022/03/16 00:00:00.000;MASCULINO;ADOLESCENTES;08560000;1,0
ARMA BLANCA / CORTOPUNZANTE;ATL�NTICO;Sabanalarga;2022/01/09 00:00:00.000;FEMENINO;ADULTOS;08638000;1,0
ARMA BLANCA / CORTOPUNZANTE;ATL�NTICO;Sabanalarga;2022/05/09 00:00:00.000;FEMENINO;ADULTOS;08638000;1,0
ARMA BLANCA / CORTOPUNZANTE;ATL�NTICO;Sabanalarga;2022/06/12 00:00:00.000;MASCULINO;ADULTOS;08638000;1,0
ARMA BLANCA / CORTOPUNZANTE;ATL�NTICO;Soledad;2022/03/19 00:00:00.000;FEMENINO;ADULTOS;08758000;1,0
ARMA BLANCA / CORTOPUNZANTE;ATL�NTICO;Soledad;2022/04/10 00:00:00.000;FEMENINO;ADULTOS;08758000;1,0
ARMA BLANCA / CORTOPUNZANTE;ATL�NTICO;Soledad;2022/04/10 00:00:00.000;MASCULINO;ADOLESCENTES;08758000;1,0
ARMA BLANCA / CORTOPUNZANTE;ATL�NTICO;Soledad;2022/04/10 00:00:00.000;MASCULINO;ADULTOS;08758000;1,0
ARMA BLANCA / CORTOPUNZANTE;ATL�NTICO;Soledad;2022/06/04 00:00:00.000;FEMENINO;ADULTOS;08758000;1,0
ARMA BLANCA / CORTOPUNZANTE;ATL�NTICO;Soledad;2022/06/04 00:00:00.000;MASCULINO;MENORES;08758000;1,0
ARMA BLANCA / CORTOPUNZANTE;ATL�NTICO;Soledad;2022/06/11 00:00:00.000;MASCULINO;ADULTOS;08758000;2,0
ARMA BLANCA / CORTOPUNZANTE;ATL�NTICO;Soledad;2022/06/13 00:00:00.000;MASCULINO;ADULTOS;08758000;1,0
ARMA BLANCA / CORTOPUNZANTE;ATL�NTICO;Soledad;2022/08/22 00:00:00.000;FEMENINO;ADOLESCENTES;08758000;1,0
ARMA BLANCA / CORTOPUNZANTE;ATL�NTICO;Soledad;2022/08/22 00:00:00.000;MASCULINO;ADOLESCENTES;08758000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOL�VAR;Altos del Rosario;2022/04/24 00:00:00.000;MASCULINO;ADULTOS;13030000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOL�VAR;Arjona;2022/02/18 00:00:00.000;FEMENINO;ADULTOS;13052000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOL�VAR;Arjona;2022/02/27 00:00:00.000;FEMENINO;ADULTOS;13052000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOL�VAR;Arjona;2022/06/20 00:00:00.000;FEMENINO;ADULTOS;13052000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOL�VAR;Cartagena (CT);2022/02/07 00:00:00.000;MASCULINO;ADULTOS;13001000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOL�VAR;Cartagena (CT);2022/04/09 00:00:00.000;FEMENINO;ADULTOS;13001000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOL�VAR;Cartagena (CT);2022/07/25 00:00:00.000;MASCULINO;ADULTOS;13001000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOL�VAR;El Carmen de Bol�var;2022/06/09 00:00:00.000;FEMENINO;ADULTOS;13244000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOL�VAR;El Carmen de Bol�var;2022/06/19 00:00:00.000;FEMENINO;ADULTOS;13244000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOL�VAR;El Carmen de Bol�var;2022/06/27 00:00:00.000;MASCULINO;ADULTOS;13244000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOL�VAR;El Carmen de Bol�var;2022/07/05 00:00:00.000;MASCULINO;ADULTOS;13244000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOL�VAR;El Carmen de Bol�var;2022/07/16 00:00:00.000;MASCULINO;ADULTOS;13244000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOL�VAR;El Carmen de Bol�var;2022/07/18 00:00:00.000;MASCULINO;ADULTOS;13244000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOL�VAR;Magangu�;2022/03/09 00:00:00.000;FEMENINO;ADULTOS;13430000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOL�VAR;Magangu�;2022/11/23 00:00:00.000;MASCULINO;ADULTOS;13430000;2,0
ARMA BLANCA / CORTOPUNZANTE;BOL�VAR;Magangu�;2022/11/26 00:00:00.000;FEMENINO;ADULTOS;13430000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOL�VAR;Mar�a La Baja;2022/01/14 00:00:00.000;MASCULINO;ADULTOS;13442000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOL�VAR;Mar�a La Baja;2022/03/28 00:00:00.000;FEMENINO;ADULTOS;13442000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOL�VAR;Momp�s;2022/05/08 00:00:00.000;MASCULINO;ADULTOS;13468000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOL�VAR;Momp�s;2022/08/27 00:00:00.000;MASCULINO;ADULTOS;13468000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOL�VAR;Talaigua Nuevo;2022/12/10 00:00:00.000;FEMENINO;ADULTOS;13780000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOL�VAR;Talaigua Nuevo;2022/12/10 00:00:00.000;MASCULINO;ADULTOS;13780000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Aquitania;2022/03/11 00:00:00.000;FEMENINO;ADULTOS;15047000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Bel�n;2022/07/24 00:00:00.000;FEMENINO;ADULTOS;15087000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Busbanz�;2022/09/09 00:00:00.000;FEMENINO;ADULTOS;15114000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Campohermoso;2022/01/23 00:00:00.000;MASCULINO;ADULTOS;15135000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Chiquinquir�;2022/11/05 00:00:00.000;MASCULINO;ADULTOS;15176000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Chivor;2022/03/29 00:00:00.000;FEMENINO;ADULTOS;15236000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;C�mbita;2022/03/10 00:00:00.000;MASCULINO;ADULTOS;15204000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;C�mbita;2022/10/10 00:00:00.000;MASCULINO;ADULTOS;15204000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Duitama;2022/01/01 00:00:00.000;FEMENINO;ADULTOS;15238000;2,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Duitama;2022/01/02 00:00:00.000;MASCULINO;ADULTOS;15238000;4,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Duitama;2022/03/03 00:00:00.000;MASCULINO;ADULTOS;15238000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Duitama;2022/03/20 00:00:00.000;MASCULINO;ADULTOS;15238000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Duitama;2022/04/12 00:00:00.000;MASCULINO;ADOLESCENTES;15238000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Duitama;2022/04/14 00:00:00.000;FEMENINO;ADULTOS;15238000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Duitama;2022/05/21 00:00:00.000;MASCULINO;ADULTOS;15238000;2,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Duitama;2022/10/31 00:00:00.000;MASCULINO;ADULTOS;15238000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Garagoa;2022/11/26 00:00:00.000;MASCULINO;ADULTOS;15299000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Guateque;2022/05/04 00:00:00.000;MASCULINO;ADULTOS;15322000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Guateque;2022/08/06 00:00:00.000;MASCULINO;ADULTOS;15322000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Jenesano;2022/10/26 00:00:00.000;FEMENINO;ADULTOS;15367000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Jeric�;2022/04/11 00:00:00.000;MASCULINO;ADULTOS;15368000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Miraflores;2022/02/16 00:00:00.000;MASCULINO;ADULTOS;15455000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Miraflores;2022/04/27 00:00:00.000;MASCULINO;ADULTOS;15455000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Miraflores;2022/10/22 00:00:00.000;MASCULINO;ADULTOS;15455000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Mongu�;2022/01/03 00:00:00.000;MASCULINO;ADULTOS;15466000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Mongu�;2022/03/24 00:00:00.000;MASCULINO;ADULTOS;15466000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Mongu�;2022/10/04 00:00:00.000;FEMENINO;ADULTOS;15466000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Muzo;2022/09/13 00:00:00.000;MASCULINO;ADULTOS;15480000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Nobsa;2022/03/20 00:00:00.000;FEMENINO;ADULTOS;15491000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Nobsa;2022/03/31 00:00:00.000;FEMENINO;ADULTOS;15491000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Nobsa;2022/03/31 00:00:00.000;MASCULINO;ADULTOS;15491000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Paya;2022/03/14 00:00:00.000;MASCULINO;ADULTOS;15533000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Paya;2022/05/30 00:00:00.000;FEMENINO;ADULTOS;15533000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Paya;2022/05/30 00:00:00.000;MASCULINO;ADULTOS;15533000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Pesca;2022/04/18 00:00:00.000;MASCULINO;ADULTOS;15542000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Pesca;2022/11/05 00:00:00.000;FEMENINO;ADULTOS;15542000;2,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Pesca;2022/11/05 00:00:00.000;MASCULINO;ADULTOS;15542000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Puerto Boyac�;2022/04/02 00:00:00.000;FEMENINO;ADULTOS;15572000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Puerto Boyac�;2022/04/30 00:00:00.000;FEMENINO;ADULTOS;15572000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Puerto Boyac�;2022/04/30 00:00:00.000;MASCULINO;ADULTOS;15572000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Puerto Boyac�;2022/06/17 00:00:00.000;FEMENINO;ADULTOS;15572000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Puerto Boyac�;2022/06/17 00:00:00.000;MASCULINO;ADULTOS;15572000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Puerto Boyac�;2022/06/20 00:00:00.000;MASCULINO;ADULTOS;15572000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Puerto Boyac�;2022/07/23 00:00:00.000;MASCULINO;ADULTOS;15572000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Puerto Boyac�;2022/08/13 00:00:00.000;FEMENINO;ADULTOS;15572000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Puerto Boyac�;2022/08/29 00:00:00.000;MASCULINO;ADULTOS;15572000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Puerto Boyac�;2022/09/19 00:00:00.000;FEMENINO;ADULTOS;15572000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Puerto Boyac�;2022/09/19 00:00:00.000;MASCULINO;ADULTOS;15572000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Puerto Boyac�;2022/10/01 00:00:00.000;MASCULINO;ADULTOS;15572000;2,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Saboy�;2022/05/09 00:00:00.000;MASCULINO;ADULTOS;15632000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Saboy�;2022/12/26 00:00:00.000;MASCULINO;ADULTOS;15632000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Samac�;2022/05/26 00:00:00.000;MASCULINO;ADULTOS;15646000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;San Jos� de Pare;2022/05/23 00:00:00.000;FEMENINO;ADULTOS;15664000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Sogamoso;2022/01/01 00:00:00.000;FEMENINO;ADULTOS;15759000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Tinjac�;2022/05/27 00:00:00.000;MASCULINO;ADULTOS;15808000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;T�paga;2022/01/08 00:00:00.000;FEMENINO;ADULTOS;15820000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;T�paga;2022/01/08 00:00:00.000;MASCULINO;ADULTOS;15820000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;T�paga;2022/06/05 00:00:00.000;MASCULINO;ADULTOS;15820000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Tunja (CT);2022/04/22 00:00:00.000;FEMENINO;ADULTOS;15001000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Tunja (CT);2022/04/22 00:00:00.000;MASCULINO;ADULTOS;15001000;2,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Tunja (CT);2022/08/31 00:00:00.000;FEMENINO;ADULTOS;15001000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Tunja (CT);2022/08/31 00:00:00.000;MASCULINO;ADOLESCENTES;15001000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Tunja (CT);2022/09/01 00:00:00.000;MASCULINO;ADULTOS;15001000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Tunja (CT);2022/11/10 00:00:00.000;MASCULINO;ADULTOS;15001000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Tunja (CT);2022/11/30 00:00:00.000;FEMENINO;ADULTOS;15001000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Tunja (CT);2022/11/30 00:00:00.000;MASCULINO;ADULTOS;15001000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Umbita;2022/03/22 00:00:00.000;FEMENINO;ADULTOS;15842000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Umbita;2022/03/22 00:00:00.000;MASCULINO;ADULTOS;15842000;2,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Ventaquemada;2022/10/20 00:00:00.000;MASCULINO;ADULTOS;15861000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Ventaquemada;2022/12/11 00:00:00.000;MASCULINO;ADULTOS;15861000;1,0
ARMA BLANCA / CORTOPUNZANTE;BOYAC�;Zetaquira;2022/02/23 00:00:00.000;MASCULINO;ADULTOS;15897000;1,0
ARMA BLANCA / CORTOPUNZANTE;CALDAS;Aguadas;2022/04/19 00:00:00.000;FEMENINO;ADULTOS;17013000;1,0
ARMA BLANCA / CORTOPUNZANTE;CALDAS;Aguadas;2022/04/19 00:00:00.000;MASCULINO;ADULTOS;17013000;2,0
ARMA BLANCA / CORTOPUNZANTE;CALDAS;Chinchin�;2022/04/25 00:00:00.000;FEMENINO;ADULTOS;17174000;1,0
ARMA BLANCA / CORTOPUNZANTE;CALDAS;Chinchin�;2022/04/26 00:00:00.000;FEMENINO;ADULTOS;17174000;1,0
ARMA BLANCA / CORTOPUNZANTE;CALDAS;La Dorada;2022/08/20 00:00:00.000;MASCULINO;ADULTOS;17380000;1,0
ARMA BLANCA / CORTOPUNZANTE;CALDAS;Manizales (CT);2022/01/11 00:00:00.000;MASCULINO;ADULTOS;17001000;1,0
ARMA BLANCA / CORTOPUNZANTE;CALDAS;Manizales (CT);2022/01/21 00:00:00.000;FEMENINO;ADULTOS;17001000;1,0
ARMA BLANCA / CORTOPUNZANTE;CALDAS;Manizales (CT);2022/02/21 00:00:00.000;MASCULINO;ADOLESCENTES;17001000;1,0
ARMA BLANCA / CORTOPUNZANTE;CALDAS;Manizales (CT);2022/02/21 00:00:00.000;MASCULINO;MENORES;17001000;1,0
ARMA BLANCA / CORTOPUNZANTE;CALDAS;Manizales (CT);2022/03/05 00:00:00.000;MASCULINO;ADULTOS;17001000;1,0
ARMA BLANCA / CORTOPUNZANTE;CALDAS;Manizales (CT);2022/04/28 00:00:00.000;MASCULINO;ADULTOS;17001000;1,0
ARMA BLANCA / CORTOPUNZANTE;CALDAS;Manizales (CT);2022/05/28 00:00:00.000;FEMENINO;ADULTOS;17001000;1,0
ARMA BLANCA / CORTOPUNZANTE;CALDAS;Neira;2022/04/23 00:00:00.000;MASCULINO;ADULTOS;17486000;1,0
